1	spec/core/kernel/public_send_spec.rb	1 file, 25 examples, 32 expectations, 2 failures, 2 errors, 0 tagged		7223
1	spec/core/kernel/putc_spec.rb	1 file, 11 examples, 17 expectations, 1 failure, 0 errors, 0 tagged		7831
1	spec/core/kernel/puts_spec.rb	1 file, 3 examples, 3 expectations, 1 failure, 0 errors, 0 tagged		7752
1	spec/core/kernel/Rational_spec.rb	1 file, 36 examples, 36 expectations, 3 failures, 25 errors, 0 tagged		8557
1	spec/core/kernel/raise_spec.rb	1 file, 45 examples, 107 expectations, 5 failures, 2 errors, 0 tagged		9965
1	spec/core/kernel/readlines_spec.rb	1 file, 2 examples, 2 expectations, 2 failures, 0 errors, 0 tagged		7148
1	spec/core/kernel/remove_instance_variable_spec.rb	1 file, 11 examples, 12 expectations, 1 failure, 2 errors, 0 tagged		7259
1	spec/core/kernel/rand_spec.rb	1 file, 28 examples, 2016 expectations, 3 failures, 16 errors, 0 tagged		12383
1	spec/core/kernel/readline_spec.rb	1 file, 2 examples, 2 expectations, 2 failures, 0 errors, 0 tagged		9290
1	spec/core/kernel/require_relative_spec.rb	1 file, 55 examples, 116 expectations, 1 failure, 6 errors, 0 tagged		7917
1	spec/core/kernel/respond_to_spec.rb	1 file, 18 examples, 25 expectations, 3 failures, 4 errors, 0 tagged		4999
1	spec/core/kernel/select_spec.rb	1 file, 3 examples, 2 expectations, 0 failures, 1 error, 0 tagged		7177
1	spec/core/kernel/respond_to_missing_spec.rb	1 file, 17 examples, 26 expectations, 2 failures, 0 errors, 0 tagged		9615
1	spec/core/kernel/send_spec.rb	1 file, 21 examples, 26 expectations, 0 failures, 1 error, 0 tagged		6844
1	spec/core/kernel/singleton_method_spec.rb	1 file, 7 examples, 5 expectations, 2 failures, 5 errors, 0 tagged		4917
1	spec/core/kernel/singleton_class_spec.rb	1 file, 10 examples, 11 expectations, 3 failures, 2 errors, 0 tagged		6138
0	spec/core/kernel/set_trace_func_spec.rb	1 file, 2 examples, 2 expectations, 0 failures, 0 errors, 0 tagged		8320
1	spec/core/kernel/singleton_methods_spec.rb	1 file, 85 examples, 105 expectations, 3 failures, 0 errors, 0 tagged		6460
1	spec/core/kernel/String_spec.rb	1 file, 14 examples, 19 expectations, 2 failures, 2 errors, 0 tagged		6365
0	spec/core/kernel/srand_spec.rb	1 file, 12 examples, 14 expectations, 0 failures, 0 errors, 0 tagged		6687
1	spec/core/kernel/sleep_spec.rb	1 file, 15 examples, 13 expectations, 0 failures, 3 errors, 0 tagged		7635
1	spec/core/kernel/spawn_spec.rb	1 file, 3 examples, 3 expectations, 2 failures, 1 error, 0 tagged		8052
